State,Month,temp
Kansas,11/2015,54.50416656666666
Kansas,12/2015,45.74731187096773
North Carolina,01/2015,39.06886333579335
North Carolina,02/2015,34.38630956632653
North Carolina,03/2015,51.26958528110598
North Carolina,04/2015,60.97496088749999
North Carolina,05/2015,69.72127013709677
North Carolina,06/2015,77.0304199590909
North Carolina,07/2015,78.23233815546217
North Carolina,08/2015,75.70262490681004
North Carolina,09/2015,70.66154097407409
North Carolina,10/2015,58.59306125806452
North Carolina,11/2015,53.61456713333333
North Carolina,12/2015,53.88785530824372
South Carolina,01/2015,43.473118354838704
South Carolina,02/2015,40.828869035714284
South Carolina,03/2015,56.493279516129036
South Carolina,04/2015,65.04214338235295
South Carolina,05/2015,71.92815353225805
South Carolina,06/2015,79.12380045000002
South Carolina,07/2015,81.1138674677419
South Carolina,08/2015,78.82498082258064
South Carolina,09/2015,73.45154673333334
South Carolina,10/2015,62.524193548387096
South Carolina,11/2015,57.4652777
South Carolina,12/2015,58.93951606451613
Colorado,01/2015,32.04506753926097
Colorado,02/2015,34.4885944916986
Colorado,03/2015,44.33038967857143
Colorado,04/2015,47.03527659195402
Colorado,05/2015,50.56634499239131
Colorado,06/2015,67.13740118045978
Colorado,07/2015,68.1649813187067
Colorado,08/2015,69.21086469478357
Colorado,09/2015,64.52523985602679
Colorado,10/2015,52.808130498409334
Colorado,11/2015,35.69608148817204
Colorado,12/2015,26.956667745057235
Connecticut,01/2015,26.47982437096774
Connecticut,02/2015,20.063409533163263
Connecticut,03/2015,33.451705804147466
Connecticut,04/2015,48.51957646904762
Connecticut,05/2015,62.4171552337963
Connecticut,06/2015,66.33919916985646
Connecticut,07/2015,73.82963034272301
Connecticut,08/2015,74.01845784914842
Connecticut,09/2015,69.19063599488491
Connecticut,10/2015,53.508300086848635
Connecticut,11/2015,48.519606747619044
Connecticut,12/2015,45.96566812993039
North Dakota,01/2015,18.91269202764977
North Dakota,02/2015,12.40667832132964
North Dakota,03/2015,35.705725523255815
North Dakota,04/2015,45.18689232929782
North Dakota,05/2015,52.639733117511526
North Dakota,06/2015,65.57402894285714
North Dakota,07/2015,70.57216394626168
North Dakota,08/2015,69.44144659722222
North Dakota,09/2015,61.95132270644391
North Dakota,10/2015,48.20763980184332
North Dakota,11/2015,32.488012419047614
North Dakota,12/2015,23.229220725581396
South Dakota,01/2015,29.663306467741936
South Dakota,02/2015,26.216996178571428
South Dakota,03/2015,45.401440178217825
South Dakota,04/2015,47.46265708333333
South Dakota,05/2015,53.697089652173915
South Dakota,06/2015,69.79555275806452
South Dakota,07/2015,73.74764491428571
South Dakota,08/2015,71.38088274193548
South Dakota,09/2015,67.61300323333333
South Dakota,10/2015,53.452158354838716
South Dakota,11/2015,38.50833336666667
South Dakota,12/2015,30.344727086021507
Delaware,01/2015,30.53360212903226
Delaware,02/2015,25.319940535714288
Delaware,03/2015,0.0
Delaware,04/2015,53.10046260000001
Delaware,05/2015,59.650343000000014
Delaware,06/2015,0.0
Delaware,07/2015,77.7319444
Delaware,08/2015,76.72177412903227
Delaware,09/2015,72.8513889
Delaware,10/2015,55.03009283333335
Delaware,11/2015,52.60003337931034
Delaware,12/2015,50.477150516129036
Florida,01/2015,62.82661293548387
Florida,02/2015,60.76812575
Florida,03/2015,71.68920448387097
Florida,04/2015,76.41914985555555
Florida,05/2015,78.56048387096773
Florida,06/2015,81.08055560000001
Florida,07/2015,81.32795696774194
Florida,08/2015,81.44720777678572
Florida,09/2015,79.21079435000001
Florida,10/2015,74.56518818548388
Florida,11/2015,72.29739586666668
Florida,12/2015,70.09365404065039
Georgia,01/2015,41.809948209677415
Georgia,02/2015,39.25345064285714
Georgia,03/2015,56.33319185096154
Georgia,04/2015,64.8497413952381
Georgia,05/2015,71.26666814285714
Georgia,06/2015,77.90814824285714
Georgia,07/2015,80.31045958525345
Georgia,08/2015,77.68801759907834
Georgia,09/2015,72.04682996666666
Georgia,10/2015,61.746354507109004
Georgia,11/2015,56.62772554285714
Georgia,12/2015,55.65936493467336
Hawaii,01/2015,64.04075358441558
Hawaii,02/2015,67.7957785
Hawaii,03/2015,65.93951606451613
Hawaii,04/2015,68.44638890000002
Hawaii,05/2015,68.3015274032258
Hawaii,06/2015,71.14868055000001
Hawaii,07/2015,73.02590289552238
Hawaii,08/2015,71.48109729347826
Hawaii,09/2015,70.12969576666666
Hawaii,10/2015,69.55939577419355
Hawaii,11/2015,66.59396137777777
Hawaii,12/2015,64.18959663736264
Idaho,01/2015,31.746218638709678
Idaho,02/2015,39.55490153333333
Idaho,03/2015,45.47564140430108
Idaho,04/2015,47.351861848717945
Idaho,05/2015,58.32305702657004
Idaho,06/2015,70.23317790669857
Idaho,07/2015,72.27545958598726
Idaho,08/2015,71.48061244731183
Idaho,09/2015,60.306266433333334
Idaho,10/2015,54.822391051918736
Idaho,11/2015,35.06388692489271
Idaho,12/2015,31.11037758266129
Rhode Island,01/2015,26.127454387096773
Rhode Island,02/2015,19.75971666964286
Rhode Island,03/2015,33.188779008064515
Rhode Island,04/2015,47.77252690833334
Rhode Island,05/2015,61.45112768548387
Rhode Island,06/2015,65.50803276666666
Rhode Island,07/2015,73.22808157258066
Rhode Island,08/2015,73.57327316935483
Rhode Island,09/2015,67.8553579
Rhode Island,10/2015,52.748430919354846
Rhode Island,11/2015,47.78171799166667
Rhode Island,12/2015,45.351449306451606
Illinois,01/2015,28.888966258064517
Illinois,02/2015,21.74142976470588
Illinois,03/2015,40.444718211920524
Illinois,04/2015,53.6739583
Illinois,05/2015,64.44248189516128
Illinois,06/2015,71.08793596638655
Illinois,07/2015,73.96672350806452
Illinois,08/2015,72.27286409677419
Illinois,09/2015,69.43905426666667
Illinois,10/2015,56.161772845637586
Illinois,11/2015,46.83987068918919
Illinois,12/2015,41.03806380645162
Indiana,01/2015,26.071728561954625
Indiana,02/2015,20.197653071713145
Indiana,03/2015,38.678525509839
Indiana,04/2015,53.8834609877193
Indiana,05/2015,65.63186909693877
Indiana,06/2015,71.01844914361702
Indiana,07/2015,73.7589226069079
Indiana,08/2015,72.15883559375
Indiana,09/2015,69.9663806770073
Indiana,10/2015,56.610551792563605
Indiana,11/2015,48.02250012683823
Indiana,12/2015,42.948520558139535
Iowa,01/2015,23.338347614035087
Iowa,02/2015,15.61046246153846
Iowa,03/2015,38.50055830272953
Iowa,04/2015,52.78696668461537
Iowa,05/2015,62.01262138059702
Iowa,06/2015,70.72956088205127
Iowa,07/2015,73.485672426799
Iowa,08/2015,70.8691193325062
Iowa,09/2015,69.6055762
Iowa,10/2015,54.20119988693468
Iowa,11/2015,43.54830624479167
Iowa,12/2015,35.77555567493796
Kentucky,01/2015,33.89698541013825
Kentucky,02/2015,28.01583758418367
Kentucky,03/2015,46.62716699769586
Kentucky,04/2015,59.0497491
Kentucky,05/2015,68.77384788709678
Kentucky,06/2015,75.02550891428571
Kentucky,07/2015,77.06470206912442
Kentucky,08/2015,73.65954830414746
Kentucky,09/2015,70.63873414319809
Kentucky,10/2015,58.90326420046083
Kentucky,11/2015,52.21750335238094
Kentucky,12/2015,49.29591425407926
Louisiana,01/2015,49.59639783225806
Louisiana,02/2015,50.14702376428571
Louisiana,03/2015,64.47124179738563
Louisiana,04/2015,70.97442857333333
Louisiana,05/2015,75.47146716774193
Louisiana,06/2015,80.09900386000001
Louisiana,07/2015,83.69349112903227
Louisiana,08/2015,81.57852151612903
Louisiana,09/2015,77.74872225333333
Louisiana,10/2015,70.33277261290323
Louisiana,11/2015,64.53744447333334
Louisiana,12/2015,61.15064514193549
Maine,01/2015,20.178314389830515
Maine,02/2015,13.078125035714285
Maine,03/2015,27.492607532258063
Maine,04/2015,40.64583331666666
Maine,05/2015,52.45535032258065
Maine,06/2015,56.7602053
Maine,07/2015,64.5651881935484
Maine,08/2015,66.67137098387097
Maine,09/2015,62.56180558333333
Maine,10/2015,46.8928210967742
Maine,11/2015,40.260416666666664
Maine,12/2015,36.36907824193549
Maryland,01/2015,29.680807868486347
Maryland,02/2015,24.50467349019608
Maryland,03/2015,38.62141301985112
Maryland,04/2015,53.76894524888889
Maryland,05/2015,66.73843384731182
Maryland,06/2015,71.38743869419643
Maryland,07/2015,74.38783416594828
Maryland,08/2015,72.64800996129033
Maryland,09/2015,69.00591855580358
Maryland,10/2015,54.23282867887931
Maryland,11/2015,50.36174151794871
Maryland,12/2015,47.91664363358778
Massachusetts,01/2015,24.709827808933
Massachusetts,02/2015,18.627348666666666
Massachusetts,03/2015,32.4658044764268
Massachusetts,04/2015,47.668641523076914
Massachusetts,05/2015,62.817437479999995
Massachusetts,06/2015,65.05036032552083
Massachusetts,07/2015,73.16026210594315
Massachusetts,08/2015,73.30292124102563
Massachusetts,09/2015,68.15716882642486
Massachusetts,10/2015,52.16426274689827
Massachusetts,11/2015,47.17656759125964
Massachusetts,12/2015,43.87184791811414
Michigan,01/2015,21.500854981101067
Michigan,02/2015,13.782285901785714
Michigan,03/2015,32.90434926595744
Michigan,04/2015,47.13621245375219
Michigan,05/2015,61.526654510569095
Michigan,06/2015,66.65101735475794
Michigan,07/2015,71.1128887170574
Michigan,08/2015,69.73564102295083
Michigan,09/2015,67.42308690100671
Michigan,10/2015,52.72711619836734
Michigan,11/2015,45.460104089915966
Michigan,12/2015,39.76197427220863
Minnesota,01/2015,0.18644391935483876
Minnesota,02/2015,-5.720982125
Minnesota,03/2015,14.889784999999998
Minnesota,04/2015,25.47430555
Minnesota,05/2015,33.68750001612903
Minnesota,06/2015,41.06416065
Minnesota,07/2015,45.64144779032259
Minnesota,08/2015,42.78763441935484
Minnesota,09/2015,40.154419183333324
Minnesota,10/2015,27.48619256451613
Minnesota,11/2015,19.7969907
Minnesota,12/2015,11.046370935483871
Mississippi,01/2015,46.17379025806452
Mississippi,02/2015,44.18883928571429
Mississippi,03/2015,59.931451612903224
Mississippi,04/2015,69.03569446666667
Mississippi,05/2015,74.78655916129033
Mississippi,06/2015,81.23835856666668
Mississippi,07/2015,86.15591396774192
Mississippi,08/2015,84.59280306451612
Mississippi,09/2015,79.76902773333332
Mississippi,10/2015,69.9658601935484
Mississippi,11/2015,61.63013890000001
Mississippi,12/2015,58.58360222580645
Missouri,01/2015,33.10560117419355
Missouri,02/2015,27.28414376964286
Missouri,03/2015,46.99231527422003
Missouri,04/2015,59.457020400593464
Missouri,05/2015,67.12908083870967
Missouri,06/2015,76.22366275510204
Missouri,07/2015,79.0687898739255
Missouri,08/2015,75.71277652646239
Missouri,09/2015,73.10394515502793
Missouri,10/2015,59.51888205013551
Missouri,11/2015,50.26780544722224
Missouri,12/2015,43.59321086944818
Montana,01/2015,26.263318598187315
Montana,02/2015,28.841188813114755
Montana,03/2015,41.994621026946106
Montana,04/2015,44.662251631386866
Montana,05/2015,51.1982982109091
Montana,06/2015,66.8377954379562
Montana,07/2015,69.22316714869889
Montana,08/2015,67.35927849673203
Montana,09/2015,59.6197588445946
Montana,10/2015,48.86826540645161
Montana,11/2015,29.83568425
Montana,12/2015,23.95144934876543
Nebraska,01/2015,28.49448922580645
Nebraska,02/2015,21.841666607142855
Nebraska,03/2015,45.103494741935485
Nebraska,04/2015,55.03347226666666
Nebraska,05/2015,61.38172032258064
Nebraska,06/2015,73.5006944
Nebraska,07/2015,76.64986564516128
Nebraska,08/2015,72.85618283870969
Nebraska,09/2015,70.90847216666666
Nebraska,10/2015,57.35026877419355
Nebraska,11/2015,45.37666670000001
Nebraska,12/2015,34.582123645161296
Nevada,01/2015,44.461184790322584
Nevada,02/2015,51.041008165
Nevada,03/2015,57.57228972844828
Nevada,04/2015,59.95436523379175
Nevada,05/2015,66.02327505703421
Nevada,06/2015,82.92516842610364
Nevada,07/2015,82.15504796409336
Nevada,08/2015,84.64029999659864
Nevada,09/2015,78.36247291915642
Nevada,10/2015,66.32154753082193
Nevada,11/2015,46.07292530701755
Nevada,12/2015,41.232480747028866
New Hampshire,01/2015,18.72379033467742
New Hampshire,02/2015,12.961867575892857
New Hampshire,03/2015,28.52822581451613
New Hampshire,04/2015,44.596096803030306
New Hampshire,05/2015,61.57188469501466
New Hampshire,06/2015,63.175263512121205
New Hampshire,07/2015,70.00842576539588
New Hampshire,08/2015,70.15354456011731
New Hampshire,09/2015,65.10457840606061
New Hampshire,10/2015,47.905287108870965
New Hampshire,11/2015,42.76004404583333
New Hampshire,12/2015,38.25051928225806
New Jersey,01/2015,26.69826080327869
New Jersey,02/2015,20.97524351785714
New Jersey,03/2015,35.012432790322585
New Jersey,04/2015,51.63607316071428
New Jersey,05/2015,64.89202507526882
New Jersey,06/2015,68.55648149999999
New Jersey,07/2015,74.06810034408602
New Jersey,08/2015,73.8460093802817
New Jersey,09/2015,68.76413044444446
New Jersey,10/2015,52.88239753763441
New Jersey,11/2015,48.85401757391304
New Jersey,12/2015,46.81414957258066
New York,01/2015,21.388612691666665
New York,02/2015,15.024127489552239
New York,03/2015,30.310830781081084
New York,04/2015,46.35571766666666
New York,05/2015,62.57640409264305
New York,06/2015,64.82283848179273
New York,07/2015,70.92103424250682
New York,08/2015,70.42398418873239
New York,09/2015,66.62015649582172
New York,10/2015,50.26546302702702
New York,11/2015,45.748707544692735
New York,12/2015,42.47485852688173
New Mexico,01/2015,38.74455125728988
New Mexico,02/2015,46.75588403007519
New Mexico,03/2015,54.733794419354844
New Mexico,04/2015,58.624462021153846
New Mexico,05/2015,64.63229486917562
New Mexico,06/2015,78.14068473333332
New Mexico,07/2015,77.49906617383513
New Mexico,08/2015,79.3673413064516
New Mexico,09/2015,73.9053470074074
New Mexico,10/2015,61.8197904629981
New Mexico,11/2015,46.64820255686274
New Mexico,12/2015,37.8043282
Oklahoma,01/2015,37.744812315629744
Oklahoma,02/2015,34.887764967687076
Oklahoma,03/2015,51.25647421752266
Oklahoma,04/2015,61.51445497272728
Oklahoma,05/2015,66.18347768731988
Oklahoma,06/2015,78.70620761538461
Oklahoma,07/2015,81.86531045552562
Oklahoma,08/2015,78.24735494157609
Oklahoma,09/2015,75.3721744301676
Oklahoma,10/2015,62.73029419838058
Oklahoma,11/2015,51.84564275568182
Oklahoma,12/2015,45.93335412926137
Ohio,01/2015,26.70569408064516
Ohio,02/2015,20.723107964285717
Ohio,03/2015,37.91036285483871
Ohio,04/2015,53.218621500000005
Ohio,05/2015,66.37266465725808
Ohio,06/2015,70.46203126666666
Ohio,07/2015,72.92798095546559
Ohio,08/2015,71.32180925
Ohio,09/2015,68.677027775
Ohio,10/2015,55.09881011290322
Ohio,11/2015,48.96285510833333
Ohio,12/2015,44.86814518145161
Oregon,01/2015,38.55953206149733
Oregon,02/2015,43.87326601098901
Oregon,03/2015,47.85827201
Oregon,04/2015,48.28814887239583
Oregon,05/2015,57.64394021975807
Oregon,06/2015,69.12990429700855
Oregon,07/2015,71.00250578427419
Oregon,08/2015,69.06714306477733
Oregon,09/2015,60.019573165966385
Oregon,10/2015,55.13468686103542
Oregon,11/2015,38.309294469444445
Oregon,12/2015,36.69559870698925
Pennsylvania,01/2015,27.58123464573991
Pennsylvania,02/2015,21.32996709359606
Pennsylvania,03/2015,37.57935044354839
Pennsylvania,04/2015,53.8783378625
Pennsylvania,05/2015,67.44737539837398
Pennsylvania,06/2015,70.5445935375
Pennsylvania,07/2015,74.64312984274194
Pennsylvania,08/2015,73.257788
Pennsylvania,09/2015,69.85822020416667
Pennsylvania,10/2015,54.34149354838709
Pennsylvania,11/2015,49.41660413750001
Pennsylvania,12/2015,46.267814411290324
Tennessee,01/2015,36.01149671774193
Tennessee,02/2015,30.223311348214285
Tennessee,03/2015,48.96562501612903
Tennessee,04/2015,58.34949724166666
Tennessee,05/2015,63.33831834868421
Tennessee,06/2015,69.07199997333333
Tennessee,07/2015,70.69336632467532
Tennessee,08/2015,67.96485859354837
Tennessee,09/2015,64.52449136666667
Tennessee,10/2015,55.510471555555554
Tennessee,11/2015,52.49305558333334
Tennessee,12/2015,51.48071239516129
Texas,01/2015,47.630643539149084
Texas,02/2015,50.641430684210526
Texas,03/2015,59.68290219002459
Texas,04/2015,69.27061857962487
Texas,05/2015,74.55520316847256
Texas,06/2015,81.47555557488272
Texas,07/2015,84.79616948586207
Texas,08/2015,84.5726364852292
Texas,09/2015,80.37204301432566
Texas,10/2015,72.2157549164702
Texas,11/2015,61.303387418004185
Texas,12/2015,56.700070866554626
Utah,01/2015,31.71739555921053
Utah,02/2015,41.41586902995721
Utah,03/2015,48.36887948
Utah,04/2015,50.855838766367135
Utah,05/2015,57.03971113771712
Utah,06/2015,75.1952274713217
Utah,07/2015,74.21180155060242
Utah,08/2015,74.97131307776428
Utah,09/2015,68.50803548843189
Utah,10/2015,57.27621463065327
Utah,11/2015,36.8707061897712
Utah,12/2015,26.07232502526596
Vermont,01/2015,17.208740387096775
Vermont,02/2015,10.497033728571429
Vermont,03/2015,27.66452103870968
Vermont,04/2015,44.63075281756757
Vermont,05/2015,63.285989199999996
Vermont,06/2015,63.94322219333333
Vermont,07/2015,70.55810617419354
Vermont,08/2015,70.46790080645162
Vermont,09/2015,66.18646336805556
Vermont,10/2015,47.4252753125
Vermont,11/2015,43.43555552666667
Vermont,12/2015,39.723951580645156
Virginia,01/2015,30.916103118279572
Virginia,02/2015,25.978224190476187
Virginia,03/2015,41.79036672043011
Virginia,04/2015,53.70021609999999
Virginia,05/2015,64.97759855913979
Virginia,06/2015,70.57300985555555
Virginia,07/2015,71.88740107526883
Virginia,08/2015,69.75604830107527
Virginia,09/2015,65.34892901111111
Virginia,10/2015,52.8711150989011
Virginia,11/2015,48.40876405555556
Virginia,12/2015,47.54960704301075
West Virginia,01/2015,27.329301129032253
West Virginia,02/2015,20.849702392857147
West Virginia,03/2015,37.069074290322575
West Virginia,04/2015,52.78750006666667
West Virginia,05/2015,65.27419358064516
West Virginia,06/2015,69.5111112
West Virginia,07/2015,71.72311832258066
West Virginia,08/2015,70.34940393548386
West Virginia,09/2015,67.25138883333334
West Virginia,10/2015,53.76478496774194
West Virginia,11/2015,48.207487900000004
West Virginia,12/2015,44.65994619354839
Washington,01/2015,39.475059548387094
Washington,02/2015,45.32327813655462
Washington,03/2015,49.01678162862669
Washington,04/2015,49.85563467545639
Washington,05/2015,59.111644148854964
Washington,06/2015,68.47953439566928
Washington,07/2015,71.80045052282158
Washington,08/2015,68.87193635135135
Washington,09/2015,59.685085548309175
Washington,10/2015,56.184084142857145
Washington,11/2015,41.56949578095238
Washington,12/2015,37.93139832062781
Wisconsin,01/2015,19.567101718623483
Wisconsin,02/2015,11.904660668981482
Wisconsin,03/2015,34.0801317424812
Wisconsin,04/2015,45.34923354061625
Wisconsin,05/2015,56.20750975778079
Wisconsin,06/2015,63.724312339385484
Wisconsin,07/2015,69.78306738461539
Wisconsin,08/2015,67.83139150813008
Wisconsin,09/2015,65.41523450486787
Wisconsin,10/2015,52.081965353211004
Wisconsin,11/2015,42.68307194183445
Wisconsin,12/2015,34.25507077680525
Wyoming,01/2015,26.02664855266854
Wyoming,02/2015,29.00900969414484
Wyoming,03/2015,39.098460130748116
Wyoming,04/2015,42.32993247839831
Wyoming,05/2015,47.723505230276466
Wyoming,06/2015,64.89064844917918
Wyoming,07/2015,66.14946111707152
Wyoming,08/2015,66.80893968900344
Wyoming,09/2015,61.38642791009633
Wyoming,10/2015,49.488254809507865
Wyoming,11/2015,29.574808324277857
Wyoming,12/2015,21.32176279966443
