State,Month,humidity
Hawaii,10/2015,81.75870459139784
Hawaii,11/2015,86.02479871111112
Hawaii,12/2015,84.12729938461538
Idaho,01/2015,74.80743992979127
Idaho,02/2015,63.69415651680672
Idaho,03/2015,56.631868222011384
Idaho,04/2015,52.38457615294118
Idaho,05/2015,55.37128269330855
Idaho,06/2015,47.74886191791045
Idaho,07/2015,44.315519683333335
Idaho,08/2015,41.05689698028674
Idaho,09/2015,51.99315697222222
Idaho,10/2015,60.699623715370016
Idaho,11/2015,68.41264220000001
Idaho,12/2015,73.990540218638
Rhode Island,01/2015,62.45301535483871
Rhode Island,02/2015,63.84598212499999
Rhode Island,03/2015,60.622279935483874
Rhode Island,04/2015,61.84869895
Rhode Island,05/2015,63.98350040322581
Rhode Island,06/2015,74.06338934444445
Rhode Island,07/2015,73.21931796774196
Rhode Island,08/2015,72.78143996774193
Rhode Island,09/2015,74.68456846666666
Rhode Island,10/2015,71.83359633870967
Rhode Island,11/2015,71.42379233333334
Rhode Island,12/2015,83.68934085483869
Illinois,01/2015,64.33615733064515
Illinois,02/2015,58.11820637272726
Illinois,03/2015,63.715478258064515
Illinois,04/2015,60.13545996666666
Illinois,05/2015,66.86317594623654
Illinois,06/2015,77.49331406818182
Illinois,07/2015,77.49645847311827
Illinois,08/2015,73.99238358064517
Illinois,09/2015,69.22788959550562
Illinois,10/2015,62.26557078813559
Illinois,11/2015,62.89277668644067
Illinois,12/2015,68.341075
Indiana,01/2015,58.06129998421808
Indiana,02/2015,52.350392315789485
Indiana,03/2015,56.407994322533135
Indiana,04/2015,56.52478443913044
Indiana,05/2015,64.47868017580872
Indiana,06/2015,72.9456014117647
Indiana,07/2015,73.54837929254572
Indiana,08/2015,71.34134611220196
Indiana,09/2015,68.26329663323352
Indiana,10/2015,61.472781893790845
Indiana,11/2015,60.73953621865443
Indiana,12/2015,68.33284483404256
Iowa,01/2015,69.79139172177419
Iowa,02/2015,64.00186012053571
Iowa,03/2015,57.314648120967746
Iowa,04/2015,54.67710545833334
Iowa,05/2015,70.18599710483872
Iowa,06/2015,75.22029483749999
Iowa,07/2015,75.22633273387098
Iowa,08/2015,72.60929086175115
Iowa,09/2015,69.61950383749999
Iowa,10/2015,63.71192466532258
Iowa,11/2015,68.40056470588236
Iowa,12/2015,77.48294014112902
Kentucky,01/2015,56.67402994193549
Kentucky,02/2015,50.73037680714286
Kentucky,03/2015,56.17862315483872
Kentucky,04/2015,57.759411513333326
Kentucky,05/2015,64.06129029677419
Kentucky,06/2015,70.24221012000001
Kentucky,07/2015,73.71263436774194
Kentucky,08/2015,69.84426134193549
Kentucky,09/2015,68.52840910666669
Kentucky,10/2015,64.28229314193548
Kentucky,11/2015,61.36855825333333
Kentucky,12/2015,68.43032642068965
Louisiana,01/2015,73.720878172043
Louisiana,02/2015,73.06448414285717
Louisiana,03/2015,78.14156674725275
Louisiana,04/2015,82.44371694444445
Louisiana,05/2015,81.95872853763443
Louisiana,06/2015,81.1217245
Louisiana,07/2015,76.69265233333334
Louisiana,08/2015,75.67965947311826
Louisiana,09/2015,77.45833332222223
Louisiana,10/2015,73.96164384946238
Louisiana,11/2015,79.80133931818182
Louisiana,12/2015,79.82302860215053
Maine,01/2015,70.43752393220338
Maine,02/2015,72.94642851785714
Maine,03/2015,65.7318548548387
Maine,04/2015,73.51180551666667
Maine,05/2015,76.79832606451613
Maine,06/2015,81.44879233333333
Maine,07/2015,82.20430101612902
Maine,08/2015,85.89986561290324
Maine,09/2015,81.08819441666665
Maine,10/2015,78.40793009677421
Maine,11/2015,79.62083328333331
Maine,12/2015,85.79233867741935
Maryland,01/2015,61.49753069727046
Maryland,02/2015,55.417075921568625
Maryland,03/2015,59.62527506451613
Maryland,04/2015,57.095925944444446
Maryland,05/2015,65.77839790967742
Maryland,06/2015,74.93943693303572
Maryland,07/2015,72.97854884698276
Maryland,08/2015,68.30233988817204
Maryland,09/2015,71.13170488169642
Maryland,10/2015,70.00923616594827
Maryland,11/2015,65.60031189230769
Maryland,12/2015,75.66109921119593
Massachusetts,01/2015,61.1939713771712
Massachusetts,02/2015,60.197737851239665
Massachusetts,03/2015,57.37599345409429
Massachusetts,04/2015,59.96330940000001
Massachusetts,05/2015,62.023132735
Massachusetts,06/2015,72.08653243406593
Massachusetts,07/2015,71.71298200550964
Massachusetts,08/2015,72.58541347849463
Massachusetts,09/2015,73.07631920052083
Massachusetts,10/2015,69.12858779652605
Massachusetts,11/2015,68.47895516452442
Massachusetts,12/2015,75.37759559553349
Michigan,01/2015,72.81055697837837
Michigan,02/2015,68.54433282440476
Michigan,03/2015,62.50006364247312
Michigan,04/2015,62.753443681564235
Michigan,05/2015,66.85255076422764
Michigan,06/2015,71.47550896388888
Michigan,07/2015,67.03044562601626
Michigan,08/2015,70.23322185245901
Michigan,09/2015,71.6695519
Michigan,10/2015,69.14794444086021
Michigan,11/2015,70.11030238888888
Michigan,12/2015,80.4411591051213
Minnesota,01/2015,75.17146699999999
Minnesota,02/2015,65.65029760714286
Minnesota,03/2015,59.50806453225806
Minnesota,04/2015,53.026388850000004
Minnesota,05/2015,66.72580641935484
Minnesota,06/2015,70.65902778333333
Minnesota,07/2015,70.22716380645161
Minnesota,08/2015,74.97916666129035
Minnesota,09/2015,74.38055556666667
Minnesota,10/2015,73.74193553225807
Minnesota,11/2015,77.63680553333333
Minnesota,12/2015,82.57175927083334
Mississippi,01/2015,61.91397854838709
Mississippi,02/2015,60.744047464285714
Mississippi,03/2015,73.38440858064516
Mississippi,04/2015,69.15833336666667
Mississippi,05/2015,68.2459678064516
Mississippi,06/2015,68.69126263333334
Mississippi,07/2015,63.86021493548387
Mississippi,08/2015,58.03494622580644
Mississippi,09/2015,61.094444466666666
Mississippi,10/2015,60.67338712903226
Mississippi,11/2015,70.86388893333334
Mississippi,12/2015,72.79166661290321
Missouri,01/2015,63.382195359447
Missouri,02/2015,63.70913679591837
Missouri,03/2015,61.409387776497695
Missouri,04/2015,59.4311202371134
Missouri,05/2015,69.05132875711575
Missouri,06/2015,73.66163945849802
Missouri,07/2015,72.96422266992187
Missouri,08/2015,70.55004455513307
Missouri,09/2015,68.00109810433071
Missouri,10/2015,63.022321581573905
Missouri,11/2015,67.75593952745098
Missouri,12/2015,74.63872618546846
Montana,01/2015,68.67204293548387
Montana,02/2015,64.10067289285715
Montana,03/2015,53.90675870967742
Montana,04/2015,54.86363643333334
Montana,05/2015,61.47077538709677
Montana,06/2015,47.63743953333334
Montana,07/2015,51.15673216129032
Montana,08/2015,45.81712092
Montana,09/2015,55.52777783333333
Montana,10/2015,67.09583330645162
Montana,11/2015,71.46786574999997
Montana,12/2015,77.46418970967741
Nebraska,01/2015,68.40456993548386
Nebraska,02/2015,67.75446439285714
Nebraska,03/2015,53.123655870967745
Nebraska,04/2015,57.91666669999999
Nebraska,05/2015,71.62903225806451
Nebraska,06/2015,68.7416667
Nebraska,07/2015,68.36962361290323
Nebraska,08/2015,71.14247316129033
Nebraska,09/2015,69.17777783333332
Nebraska,10/2015,59.67069896774193
Nebraska,11/2015,68.0319445
Nebraska,12/2015,78.00268812903226
Nevada,01/2015,52.654539055813956
Nevada,02/2015,41.66302853608247
Nevada,03/2015,33.14551904651162
Nevada,04/2015,25.68188470673077
Nevada,05/2015,37.161647041860455
Nevada,06/2015,21.975677788461535
Nevada,07/2015,30.306678441860466
Nevada,08/2015,25.352377553488374
Nevada,09/2015,25.349026197115386
Nevada,10/2015,43.44427666037736
Nevada,11/2015,47.49906539572193
Nevada,12/2015,47.52119570046083
New Hampshire,01/2015,65.44758069354837
New Hampshire,02/2015,62.874255964285716
New Hampshire,03/2015,58.65781327419355
New Hampshire,04/2015,64.83680558333333
New Hampshire,05/2015,66.81586024193548
New Hampshire,06/2015,79.40972226666668
New Hampshire,07/2015,79.3595429516129
New Hampshire,08/2015,80.20766127419355
New Hampshire,09/2015,78.57708330000001
New Hampshire,10/2015,78.19217687755103
New Hampshire,11/2015,76.69047616666667
New Hampshire,12/2015,82.34414717741937
New Jersey,01/2015,57.93303803278689
New Jersey,02/2015,56.854613098214294
New Jersey,03/2015,56.935349483870986
New Jersey,04/2015,53.28959191964286
New Jersey,05/2015,60.90640679569891
New Jersey,06/2015,71.1714815
New Jersey,07/2015,67.922087827957
New Jersey,08/2015,62.732746492957745
New Jersey,09/2015,69.45099028888887
New Jersey,10/2015,66.6954300860215
New Jersey,11/2015,64.26204066956522
New Jersey,12/2015,73.15533048387097
New York,01/2015,67.8878517147651
New York,02/2015,68.94174242741936
New York,03/2015,67.07411789416058
New York,04/2015,64.98190234412954
New York,05/2015,65.86561005882352
New York,06/2015,75.22489441666667
New York,07/2015,72.4527896196581
New York,08/2015,72.17123694017094
New York,09/2015,75.07495136792454
New York,10/2015,72.37683164556961
New York,11/2015,72.11153067924528
New York,12/2015,80.38537613425926
New Mexico,01/2015,57.965053741935485
New Mexico,02/2015,42.87648810714285
New Mexico,03/2015,34.58602151612902
New Mexico,04/2015,28.25208335
New Mexico,05/2015,43.0663489516129
New Mexico,06/2015,42.86668898333333
New Mexico,07/2015,47.650720887096774
New Mexico,08/2015,38.86290320967742
New Mexico,09/2015,44.416666600000006
New Mexico,10/2015,49.064516064516134
New Mexico,11/2015,48.241865
New Mexico,12/2015,47.79569896774195
Oklahoma,01/2015,54.90368925493171
Oklahoma,02/2015,58.63325675340136
Oklahoma,03/2015,63.540652813918314
Oklahoma,04/2015,63.16656077272727
Oklahoma,05/2015,73.12538781896552
Oklahoma,06/2015,66.1720194513788
Oklahoma,07/2015,67.03667418598383
Oklahoma,08/2015,63.58067289673913
Oklahoma,09/2015,63.24498556703911
Oklahoma,10/2015,59.59385855508474
Oklahoma,11/2015,65.611033803207
Oklahoma,12/2015,65.17674490767045
Ohio,01/2015,74.41629851612903
Ohio,02/2015,70.17347310714287
Ohio,03/2015,68.69368276612903
Ohio,04/2015,64.576863425
Ohio,05/2015,66.58683219512194
Ohio,06/2015,77.46649305000001
Ohio,07/2015,73.61985742741936
Ohio,08/2015,71.60764085483872
Ohio,09/2015,71.22829865833333
Ohio,10/2015,68.67953237096773
Ohio,11/2015,66.32555555
Ohio,12/2015,80.04774865322581
Oregon,01/2015,80.1370891443299
Oregon,02/2015,71.07438440816325
Oregon,03/2015,66.35049723364486
Oregon,04/2015,61.6605158952381
Oregon,05/2015,64.5070033266129
Oregon,06/2015,50.16373792916667
Oregon,07/2015,50.362298471774196
Oregon,08/2015,48.33612092093023
Oregon,09/2015,59.83267887288136
Oregon,10/2015,68.22968295305165
Oregon,11/2015,75.38927865714285
Oregon,12/2015,80.46678039170506
Pennsylvania,01/2015,64.28002442857142
Pennsylvania,02/2015,57.95078131868133
Pennsylvania,03/2015,60.18631521774194
Pennsylvania,04/2015,54.47599456666667
Pennsylvania,05/2015,59.32438057377049
Pennsylvania,06/2015,69.96874545833333
Pennsylvania,07/2015,64.96419993548386
Pennsylvania,08/2015,59.089919333333334
Pennsylvania,09/2015,65.6851824
Pennsylvania,10/2015,64.5802169032258
Pennsylvania,11/2015,61.86550623333334
Pennsylvania,12/2015,72.27311973387096
Tennessee,01/2015,70.6792434516129
Tennessee,02/2015,72.8489788392857
Tennessee,03/2015,74.79469088709678
Tennessee,04/2015,69.40483443333332
Tennessee,05/2015,73.10294206578948
Tennessee,06/2015,78.58
Tennessee,07/2015,83.93067868243244
Tennessee,08/2015,81.14215754193548
Tennessee,09/2015,80.40996942000001
Tennessee,10/2015,75.72766882352941
Tennessee,11/2015,72.42673614999998
Tennessee,12/2015,76.1354166532258
Texas,01/2015,50.97916762468084
Texas,02/2015,52.339245708646615
Texas,03/2015,58.225879249149656
Texas,04/2015,59.063514788869256
Texas,05/2015,62.91090901628106
Texas,06/2015,62.54097475087719
Texas,07/2015,62.68546825806452
Texas,08/2015,59.16246083531409
Texas,09/2015,60.69549900857633
Texas,10/2015,56.94758384306888
Texas,11/2015,57.97264580360361
Texas,12/2015,54.29429411159547
Utah,01/2015,72.38851630655392
Utah,02/2015,51.00263082826088
Utah,03/2015,44.41156567172675
Utah,04/2015,43.08017383302412
Utah,05/2015,58.0143308700361
Utah,06/2015,35.81616752631579
Utah,07/2015,39.67257176660341
Utah,08/2015,40.63304851802656
Utah,09/2015,38.20739855165289
Utah,10/2015,55.36533595131846
Utah,11/2015,57.50148680530973
Utah,12/2015,66.55117534505494
Vermont,01/2015,60.67476959354838
Vermont,02/2015,59.44114473571429
Vermont,03/2015,54.7450007032258
Vermont,04/2015,57.582357418918924
Vermont,05/2015,56.72130246451613
Vermont,06/2015,70.33805558
Vermont,07/2015,69.04870132258065
Vermont,08/2015,68.7782013483871
Vermont,09/2015,69.47584538194445
Vermont,10/2015,66.4984567638889
Vermont,11/2015,65.51916664666668
Vermont,12/2015,73.09005378064516
Virginia,01/2015,73.7212930967742
Virginia,02/2015,67.32440482142857
Virginia,03/2015,67.26209667741935
Virginia,04/2015,64.89861113333333
Virginia,05/2015,73.99865593548387
Virginia,06/2015,82.9173203
Virginia,07/2015,85.42940016129032
Virginia,08/2015,80.16263429032259
Virginia,09/2015,86.64583333333333
Virginia,10/2015,75.20698925806451
Virginia,11/2015,72.06574073333333
Virginia,12/2015,79.7686184516129
West Virginia,01/2015,0.0
West Virginia,02/2015,0.0
West Virginia,03/2015,0.0
West Virginia,04/2015,0.0
West Virginia,05/2015,0.0
West Virginia,06/2015,0.0
West Virginia,07/2015,0.0
West Virginia,08/2015,0.0
West Virginia,09/2015,0.0
West Virginia,10/2015,0.0
West Virginia,11/2015,0.0
West Virginia,12/2015,0.0
Washington,01/2015,88.92646968548388
Washington,02/2015,82.76416480357143
Washington,03/2015,77.6601684032258
Washington,04/2015,73.40757244067798
Washington,05/2015,76.69977436290321
Washington,06/2015,67.80461961666667
Washington,07/2015,66.82975391129033
Washington,08/2015,70.03709315322581
Washington,09/2015,78.91213702702704
Washington,10/2015,83.42540323387097
Washington,11/2015,82.24419335833333
Washington,12/2015,85.79439770940171
Wisconsin,01/2015,72.74870201075268
Wisconsin,02/2015,64.52463858024691
Wisconsin,03/2015,59.5911941935484
Wisconsin,04/2015,59.3569144888889
Wisconsin,05/2015,69.103043827957
Wisconsin,06/2015,74.0039815
Wisconsin,07/2015,70.64977569892473
Wisconsin,08/2015,77.09661078260869
Wisconsin,09/2015,75.63473665555554
Wisconsin,10/2015,71.10596713580247
Wisconsin,11/2015,73.66119536708861
Wisconsin,12/2015,81.66578078651686
Wyoming,01/2015,73.68406845955882
Wyoming,02/2015,65.70779733199035
Wyoming,03/2015,52.91795082580645
Wyoming,04/2015,55.27025312490651
Wyoming,05/2015,71.64059972450426
Wyoming,06/2015,55.280547550036516
Wyoming,07/2015,49.775742578147614
Wyoming,08/2015,45.25092426102941
Wyoming,09/2015,42.49674723849693
Wyoming,10/2015,58.22616005294119
Wyoming,11/2015,63.29792558118361
Wyoming,12/2015,72.06662250411368
