Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
Total;Alabama;1;01/03/2016;01/03/2016;;;426;Not Applicable;Not Applicable
aaa;Alabama;1;01/04/2016;01/04/2016;Pneumonia, unspecified;J18.9;52;Not Applicable;Not Applicable
aaa;Alabama;1;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Alabama;1;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;235;Not Applicable;Not Applicable
Total;Alabama;1;01/04/2016;01/04/2016;;;350;Not Applicable;Not Applicable
aaa;Alabama;1;01/05/2016;01/05/2016;Pneumonia, unspecified;J18.9;69;Not Applicable;Not Applicable
aaa;Alabama;1;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;26;Not Applicable;Not Applicable
aaa;Alabama;1;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Alabama;1;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;228;Not Applicable;Not Applicable
Total;Alabama;1;01/05/2016;01/05/2016;;;364;Not Applicable;Not Applicable
aaa;Alabama;1;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;59;Not Applicable;Not Applicable
aaa;Alabama;1;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Alabama;1;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;204;Not Applicable;Not Applicable
Total;Alabama;1;01/06/2016;01/06/2016;;;305;Not Applicable;Not Applicable
aaa;Alabama;1;01/07/2016;01/07/2016;Pneumonia, unspecified;J18.9;74;Not Applicable;Not Applicable
aaa;Alabama;1;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Alabama;1;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;213;Not Applicable;Not Applicable
Total;Alabama;1;01/07/2016;01/07/2016;;;330;Not Applicable;Not Applicable
aaa;Alabama;1;01/08/2016;01/08/2016;Pneumonia, unspecified;J18.9;54;Not Applicable;Not Applicable
aaa;Alabama;1;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;11;Not Applicable;Not Applicable
aaa;Alabama;1;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;219;Not Applicable;Not Applicable
Total;Alabama;1;01/08/2016;01/08/2016;;;315;Not Applicable;Not Applicable
aaa;Alabama;1;01/09/2016;01/09/2016;Pneumonia, unspecified;J18.9;61;Not Applicable;Not Applicable
aaa;Alabama;1;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Alabama;1;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Alabama;1;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;189;Not Applicable;Not Applicable
Total;Alabama;1;01/09/2016;01/09/2016;;;304;Not Applicable;Not Applicable
aaa;Alabama;1;01/10/2016;01/10/2016;Pneumonia, unspecified;J18.9;63;Not Applicable;Not Applicable
aaa;Alabama;1;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;26;Not Applicable;Not Applicable
aaa;Alabama;1;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Alabama;1;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;225;Not Applicable;Not Applicable
Total;Alabama;1;01/10/2016;01/10/2016;;;346;Not Applicable;Not Applicable
aaa;Alabama;1;01/11/2016;01/11/2016;Pneumonia, unspecified;J18.9;65;Not Applicable;Not Applicable
aaa;Alabama;1;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Alabama;1;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Alabama;1;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;228;Not Applicable;Not Applicable
Total;Alabama;1;01/11/2016;01/11/2016;;;349;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2016;01/12/2016;Pneumonia, unspecified;J18.9;90;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;278;Not Applicable;Not Applicable
Total;Alabama;1;01/12/2016;01/12/2016;;;421;Not Applicable;Not Applicable
Total;Alabama;1;;;;;4313;Not Applicable;Not Applicable
aaa;Alaska;2;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;13;Not Applicable;Not Applicable
Total;Alaska;2;01/01/2016;01/01/2016;;;20;Not Applicable;Not Applicable
aaa;Alaska;2;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;15;Not Applicable;Not Applicable
Total;Alaska;2;01/02/2016;01/02/2016;;;25;Not Applicable;Not Applicable
aaa;Alaska;2;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;19;Not Applicable;Not Applicable
Total;Alaska;2;01/03/2016;01/03/2016;;;28;Not Applicable;Not Applicable
aaa;Alaska;2;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;17;Not Applicable;Not Applicable
Total;Alaska;2;01/04/2016;01/04/2016;;;32;Not Applicable;Not Applicable
aaa;Alaska;2;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;20;Not Applicable;Not Applicable
Total;Alaska;2;01/05/2016;01/05/2016;;;33;Not Applicable;Not Applicable
Total;Alaska;2;01/06/2016;01/06/2016;;;16;Not Applicable;Not Applicable
aaa;Alaska;2;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;12;Not Applicable;Not Applicable
Total;Alaska;2;01/07/2016;01/07/2016;;;21;Not Applicable;Not Applicable
aaa;Alaska;2;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;16;Not Applicable;Not Applicable
Total;Alaska;2;01/08/2016;01/08/2016;;;28;Not Applicable;Not Applicable
Total;Alaska;2;01/09/2016;01/09/2016;;;16;Not Applicable;Not Applicable
aaa;Alaska;2;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;16;Not Applicable;Not Applicable
Total;Alaska;2;01/10/2016;01/10/2016;;;29;Not Applicable;Not Applicable
aaa;Alaska;2;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;13;Not Applicable;Not Applicable
Total;Alaska;2;01/11/2016;01/11/2016;;;23;Not Applicable;Not Applicable
aaa;Alaska;2;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;10;Not Applicable;Not Applicable
Total;Alaska;2;01/12/2016;01/12/2016;;;28;Not Applicable;Not Applicable
Total;Alaska;2;;;;;299;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2016;01/01/2016;Pneumonia, unspecified;J18.9;55;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2016;01/01/2016;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;42;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;279;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2016;01/01/2016;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Arizona;4;01/01/2016;01/01/2016;;;447;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Influenza with pneumonia, influenza virus identified;J10.0;30;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Influenza with other respiratory manifestations, influenza virus identified;J10.1;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Bacterial pneumonia, unspecified;J15.9;16;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Pneumonia, unspecified;J18.9;66;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;53;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;283;Not Applicable;Not Applicable
Total;Arizona;4;01/02/2016;01/02/2016;;;532;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Influenza with pneumonia, influenza virus identified;J10.0;29;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Influenza with other respiratory manifestations, influenza virus identified;J10.1;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Influenza with pneumonia, virus not identified;J11.0;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Pneumonia, unspecified;J18.9;71;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Emphysema, unspecified;J43.9;17;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;62;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;322;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2016;01/03/2016;Asthma, unspecified;J45.9;17;Not Applicable;Not Applicable
Total;Arizona;4;01/03/2016;01/03/2016;;;597;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2016;01/04/2016;Pneumonia, unspecified;J18.9;45;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2016;01/04/2016;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;68;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;267;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2016;01/04/2016;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Arizona;4;01/04/2016;01/04/2016;;;455;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2016;01/05/2016;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2016;01/05/2016;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;231;Not Applicable;Not Applicable
Total;Arizona;4;01/05/2016;01/05/2016;;;349;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2016;01/06/2016;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;242;Not Applicable;Not Applicable
Total;Arizona;4;01/06/2016;01/06/2016;;;345;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2016;01/07/2016;Pneumonia, unspecified;J18.9;39;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2016;01/07/2016;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;182;Not Applicable;Not Applicable
Total;Arizona;4;01/07/2016;01/07/2016;;;289;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2016;01/08/2016;Pneumonia, unspecified;J18.9;35;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2016;01/08/2016;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;30;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;230;Not Applicable;Not Applicable
Total;Arizona;4;01/08/2016;01/08/2016;;;333;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2016;01/09/2016;Pneumonia, unspecified;J18.9;39;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2016;01/09/2016;Emphysema, unspecified;J43.9;21;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;35;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;177;Not Applicable;Not Applicable
Total;Arizona;4;01/09/2016;01/09/2016;;;295;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2016;01/10/2016;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;33;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;212;Not Applicable;Not Applicable
Total;Arizona;4;01/10/2016;01/10/2016;;;325;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2016;01/11/2016;Pneumonia, unspecified;J18.9;42;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2016;01/11/2016;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;25;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;216;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2016;01/11/2016;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Arizona;4;01/11/2016;01/11/2016;;;340;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2016;01/12/2016;Pneumonia, unspecified;J18.9;55;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2016;01/12/2016;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;33;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;238;Not Applicable;Not Applicable
Total;Arizona;4;01/12/2016;01/12/2016;;;378;Not Applicable;Not Applicable
Total;Arizona;4;;;;;4685;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2016;01/01/2016;Pneumonia, unspecified;J18.9;56;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2016;01/01/2016;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;26;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;143;Not Applicable;Not Applicable
Total;Arkansas;5;01/01/2016;01/01/2016;;;259;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2016;01/02/2016;Pneumonia, unspecified;J18.9;53;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2016;01/02/2016;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;137;Not Applicable;Not Applicable
Total;Arkansas;5;01/02/2016;01/02/2016;;;237;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2016;01/03/2016;Pneumonia, unspecified;J18.9;35;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2016;01/03/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;160;Not Applicable;Not Applicable
Total;Arkansas;5;01/03/2016;01/03/2016;;;246;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2016;01/04/2016;Pneumonia, unspecified;J18.9;46;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2016;01/04/2016;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;19;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2016;01/04/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;148;Not Applicable;Not Applicable
Total;Arkansas;5;01/04/2016;01/04/2016;;;240;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2016;01/05/2016;Pneumonia, unspecified;J18.9;30;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;29;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2016;01/05/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;158;Not Applicable;Not Applicable
Total;Arkansas;5;01/05/2016;01/05/2016;;;244;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2016;01/06/2016;Pneumonia, unspecified;J18.9;38;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;21;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2016;01/06/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;123;Not Applicable;Not Applicable
Total;Arkansas;5;01/06/2016;01/06/2016;;;207;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2016;01/07/2016;Pneumonia, unspecified;J18.9;43;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2016;01/07/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;128;Not Applicable;Not Applicable
Total;Arkansas;5;01/07/2016;01/07/2016;;;209;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2016;01/08/2016;Pneumonia, unspecified;J18.9;44;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2016;01/08/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;127;Not Applicable;Not Applicable
Total;Arkansas;5;01/08/2016;01/08/2016;;;204;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2016;01/09/2016;Pneumonia, unspecified;J18.9;42;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2016;01/09/2016;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;16;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2016;01/09/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;115;Not Applicable;Not Applicable
Total;Arkansas;5;01/09/2016;01/09/2016;;;205;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2016;01/10/2016;Pneumonia, unspecified;J18.9;47;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;22;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2016;01/10/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;127;Not Applicable;Not Applicable
Total;Arkansas;5;01/10/2016;01/10/2016;;;218;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2016;01/11/2016;Pneumonia, unspecified;J18.9;46;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;21;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2016;01/11/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;159;Not Applicable;Not Applicable
Total;Arkansas;5;01/11/2016;01/11/2016;;;253;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2016;01/12/2016;Pneumonia, unspecified;J18.9;62;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2016;01/12/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;162;Not Applicable;Not Applicable
Total;Arkansas;5;01/12/2016;01/12/2016;;;270;Not Applicable;Not Applicable
Total;Arkansas;5;;;;;2792;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Pneumonia due to staphylococcus;J15.2;10;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Bacterial pneumonia, unspecified;J15.9;46;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Bronchopneumonia, unspecified;J18.0;15;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Pneumonia, unspecified;J18.9;569;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Emphysema, unspecified;J43.9;56;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;219;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;59;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Other specified chronic obstructive pulmonary disease;J44.8;12;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Chronic obstructive pulmonary disease, unspecified;J44.9;969;Not Applicable;Not Applicable
aaa;California;6;01/01/2016;01/01/2016;Asthma, unspecified;J45.9;30;Not Applicable;Not Applicable
Total;California;6;01/01/2016;01/01/2016;;;2051;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Influenza due to identified avian influenza virus;J09;11;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Influenza with pneumonia, influenza virus identified;J10.0;31;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Influenza with other respiratory manifestations, influenza virus identified;J10.1;20;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Influenza with pneumonia, virus not identified;J11.0;12;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Influenza with other respiratory manifestations, virus not identified;J11.1;10;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Bacterial pneumonia, unspecified;J15.9;40;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Bronchopneumonia, unspecified;J18.0;14;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Lobar pneumonia, unspecified;J18.1;16;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Pneumonia, unspecified;J18.9;493;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Emphysema, unspecified;J43.9;58;Not Applicable;Not Applicable
aaa;California;6;01/02/2016;01/02/2016;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;236;Not Applicable;Not Applicable
