Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
aaa;Alabama;1;01/11/2018;01/11/2018;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Alabama;1;01/11/2018;01/11/2018;;;334;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2018;01/12/2018;Pneumonia due to Streptococcus pneumoniae;J13;11;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2018;01/12/2018;Pneumonia, unspecified;J18.9;86;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2018;01/12/2018;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2018;01/12/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;29;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2018;01/12/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;290;Not Applicable;Not Applicable
Total;Alabama;1;01/12/2018;01/12/2018;;;460;Not Applicable;Not Applicable
Total;Alabama;1;;;;;4864;Not Applicable;Not Applicable
aaa;Alaska;2;01/01/2018;01/01/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;11;Not Applicable;Not Applicable
Total;Alaska;2;01/01/2018;01/01/2018;;;27;Not Applicable;Not Applicable
aaa;Alaska;2;01/02/2018;01/02/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;17;Not Applicable;Not Applicable
Total;Alaska;2;01/02/2018;01/02/2018;;;26;Not Applicable;Not Applicable
aaa;Alaska;2;01/03/2018;01/03/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;14;Not Applicable;Not Applicable
Total;Alaska;2;01/03/2018;01/03/2018;;;31;Not Applicable;Not Applicable
aaa;Alaska;2;01/04/2018;01/04/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;13;Not Applicable;Not Applicable
Total;Alaska;2;01/04/2018;01/04/2018;;;34;Not Applicable;Not Applicable
aaa;Alaska;2;01/05/2018;01/05/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;13;Not Applicable;Not Applicable
Total;Alaska;2;01/05/2018;01/05/2018;;;30;Not Applicable;Not Applicable
aaa;Alaska;2;01/06/2018;01/06/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;11;Not Applicable;Not Applicable
Total;Alaska;2;01/06/2018;01/06/2018;;;27;Not Applicable;Not Applicable
Total;Alaska;2;01/07/2018;01/07/2018;;;16;Not Applicable;Not Applicable
aaa;Alaska;2;01/08/2018;01/08/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;11;Not Applicable;Not Applicable
Total;Alaska;2;01/08/2018;01/08/2018;;;26;Not Applicable;Not Applicable
Total;Alaska;2;01/09/2018;01/09/2018;;;11;Not Applicable;Not Applicable
aaa;Alaska;2;01/10/2018;01/10/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;15;Not Applicable;Not Applicable
Total;Alaska;2;01/10/2018;01/10/2018;;;26;Not Applicable;Not Applicable
aaa;Alaska;2;01/11/2018;01/11/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;11;Not Applicable;Not Applicable
Total;Alaska;2;01/11/2018;01/11/2018;;;17;Not Applicable;Not Applicable
aaa;Alaska;2;01/12/2018;01/12/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;10;Not Applicable;Not Applicable
Total;Alaska;2;01/12/2018;01/12/2018;;;19;Not Applicable;Not Applicable
Total;Alaska;2;;;;;290;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Influenza with pneumonia, influenza virus identified;J10.0;57;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Influenza with other respiratory manifestations, influenza virus identified;J10.1;40;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Influenza with pneumonia, virus not identified;J11.0;29;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Influenza with other respiratory manifestations, virus not identified;J11.1;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Bacterial pneumonia, unspecified;J15.9;17;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Pneumonia, unspecified;J18.9;125;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;75;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;20;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;350;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2018;01/01/2018;Asthma, unspecified;J45.9;13;Not Applicable;Not Applicable
Total;Arizona;4;01/01/2018;01/01/2018;;;794;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Influenza with pneumonia, influenza virus identified;J10.0;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Bacterial pneumonia, unspecified;J15.9;10;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Pneumonia, unspecified;J18.9;67;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Emphysema, unspecified;J43.9;18;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;51;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;262;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2018;01/02/2018;Asthma, unspecified;J45.9;11;Not Applicable;Not Applicable
Total;Arizona;4;01/02/2018;01/02/2018;;;485;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2018;01/03/2018;Bacterial pneumonia, unspecified;J15.9;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2018;01/03/2018;Pneumonia, unspecified;J18.9;77;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2018;01/03/2018;Emphysema, unspecified;J43.9;27;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2018;01/03/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;40;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2018;01/03/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2018;01/03/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;294;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2018;01/03/2018;Asthma, unspecified;J45.9;10;Not Applicable;Not Applicable
Total;Arizona;4;01/03/2018;01/03/2018;;;511;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2018;01/04/2018;Pneumonia, unspecified;J18.9;57;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2018;01/04/2018;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2018;01/04/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;35;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2018;01/04/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;281;Not Applicable;Not Applicable
Total;Arizona;4;01/04/2018;01/04/2018;;;440;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2018;01/05/2018;Pneumonia, unspecified;J18.9;39;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2018;01/05/2018;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2018;01/05/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;32;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2018;01/05/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;230;Not Applicable;Not Applicable
Total;Arizona;4;01/05/2018;01/05/2018;;;357;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2018;01/06/2018;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2018;01/06/2018;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2018;01/06/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;37;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2018;01/06/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;229;Not Applicable;Not Applicable
Total;Arizona;4;01/06/2018;01/06/2018;;;345;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2018;01/07/2018;Pneumonia, unspecified;J18.9;54;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2018;01/07/2018;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2018;01/07/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2018;01/07/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;191;Not Applicable;Not Applicable
Total;Arizona;4;01/07/2018;01/07/2018;;;317;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2018;01/08/2018;Pneumonia, unspecified;J18.9;29;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2018;01/08/2018;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2018;01/08/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;28;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2018;01/08/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;211;Not Applicable;Not Applicable
Total;Arizona;4;01/08/2018;01/08/2018;;;302;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2018;01/09/2018;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2018;01/09/2018;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2018;01/09/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2018;01/09/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2018;01/09/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;213;Not Applicable;Not Applicable
Total;Arizona;4;01/09/2018;01/09/2018;;;321;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2018;01/10/2018;Pneumonia, unspecified;J18.9;39;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2018;01/10/2018;Emphysema, unspecified;J43.9;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2018;01/10/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;21;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2018;01/10/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2018;01/10/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;190;Not Applicable;Not Applicable
Total;Arizona;4;01/10/2018;01/10/2018;;;305;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2018;01/11/2018;Pneumonia, unspecified;J18.9;44;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2018;01/11/2018;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2018;01/11/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2018;01/11/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2018;01/11/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;215;Not Applicable;Not Applicable
Total;Arizona;4;01/11/2018;01/11/2018;;;340;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2018;01/12/2018;Bacterial pneumonia, unspecified;J15.9;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2018;01/12/2018;Pneumonia, unspecified;J18.9;57;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2018;01/12/2018;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2018;01/12/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;41;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2018;01/12/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;257;Not Applicable;Not Applicable
Total;Arizona;4;01/12/2018;01/12/2018;;;431;Not Applicable;Not Applicable
Total;Arizona;4;;;;;4948;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Influenza with pneumonia, influenza virus identified;J10.0;20;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Influenza with other respiratory manifestations, influenza virus identified;J10.1;14;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Influenza with pneumonia, virus not identified;J11.0;18;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Influenza with other respiratory manifestations, virus not identified;J11.1;25;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Pneumonia, unspecified;J18.9;73;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Emphysema, unspecified;J43.9;14;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;39;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;14;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2018;01/01/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;183;Not Applicable;Not Applicable
Total;Arkansas;5;01/01/2018;01/01/2018;;;429;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2018;01/02/2018;Influenza with pneumonia, virus not identified;J11.0;15;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2018;01/02/2018;Pneumonia, unspecified;J18.9;67;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2018;01/02/2018;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2018;01/02/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;31;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2018;01/02/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;170;Not Applicable;Not Applicable
Total;Arkansas;5;01/02/2018;01/02/2018;;;340;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2018;01/03/2018;Pneumonia, unspecified;J18.9;41;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2018;01/03/2018;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2018;01/03/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;21;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2018;01/03/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;166;Not Applicable;Not Applicable
Total;Arkansas;5;01/03/2018;01/03/2018;;;276;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2018;01/04/2018;Pneumonia, unspecified;J18.9;25;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2018;01/04/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;26;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2018;01/04/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2018;01/04/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;140;Not Applicable;Not Applicable
Total;Arkansas;5;01/04/2018;01/04/2018;;;226;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2018;01/05/2018;Pneumonia, unspecified;J18.9;41;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2018;01/05/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;23;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2018;01/05/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;156;Not Applicable;Not Applicable
Total;Arkansas;5;01/05/2018;01/05/2018;;;245;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2018;01/06/2018;Pneumonia, unspecified;J18.9;21;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2018;01/06/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2018;01/06/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;160;Not Applicable;Not Applicable
Total;Arkansas;5;01/06/2018;01/06/2018;;;222;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2018;01/07/2018;Pneumonia, unspecified;J18.9;32;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2018;01/07/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;23;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2018;01/07/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;137;Not Applicable;Not Applicable
Total;Arkansas;5;01/07/2018;01/07/2018;;;209;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2018;01/08/2018;Pneumonia, unspecified;J18.9;24;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2018;01/08/2018;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2018;01/08/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;126;Not Applicable;Not Applicable
Total;Arkansas;5;01/08/2018;01/08/2018;;;178;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2018;01/09/2018;Pneumonia, unspecified;J18.9;30;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2018;01/09/2018;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2018;01/09/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2018;01/09/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;131;Not Applicable;Not Applicable
Total;Arkansas;5;01/09/2018;01/09/2018;;;202;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2018;01/10/2018;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2018;01/10/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2018;01/10/2018;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;10;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2018;01/10/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;164;Not Applicable;Not Applicable
Total;Arkansas;5;01/10/2018;01/10/2018;;;240;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2018;01/11/2018;Pneumonia, unspecified;J18.9;30;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2018;01/11/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;28;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2018;01/11/2018;Chronic obstructive pulmonary disease, unspecified;J44.9;154;Not Applicable;Not Applicable
Total;Arkansas;5;01/11/2018;01/11/2018;;;234;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2018;01/12/2018;Pneumonia, unspecified;J18.9;38;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2018;01/12/2018;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2018;01/12/2018;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;12;Not Applicable;Not Applicable
