State,Month,pressure
Massachusetts,04/2014,1006.2829278436725
Massachusetts,05/2014,1005.3960527603688
Massachusetts,06/2014,1005.2810232238096
Massachusetts,07/2014,1003.9601138110598
Massachusetts,08/2014,1006.0611742926268
Massachusetts,09/2014,1008.8081448928571
Massachusetts,10/2014,1002.1772439016787
Massachusetts,11/2014,1003.6264957051283
Massachusetts,12/2014,1007.1207609230769
Michigan,01/2014,987.5080442026431
Michigan,02/2014,990.8883851846407
Michigan,03/2014,991.4261824780057
Michigan,04/2014,988.4578389772727
Michigan,05/2014,989.7884066504423
Michigan,06/2014,988.5188767818182
Michigan,07/2014,988.8853952038123
Michigan,08/2014,990.2311786297935
Michigan,09/2014,992.611408588146
Michigan,10/2014,986.4589010800003
Michigan,11/2014,989.206413764423
Michigan,12/2014,994.5950042306501
Minnesota,01/2014,989.3978494193548
Minnesota,02/2014,992.25
Minnesota,03/2014,991.3602150645162
Minnesota,04/2014,987.6763888999999
Minnesota,05/2014,988.693548451613
Minnesota,06/2014,986.2333334
Minnesota,07/2014,989.2432796129033
Minnesota,08/2014,989.6411289677418
Minnesota,09/2014,991.9819445666668
Minnesota,10/2014,987.8064516451611
Minnesota,11/2014,989.8180556333334
Minnesota,12/2014,995.1317203548385
Mississippi,01/2014,0.0
Mississippi,02/2014,0.0
Mississippi,03/2014,0.0
Mississippi,04/2014,0.0
Mississippi,05/2014,0.0
Mississippi,06/2014,0.0
Mississippi,07/2014,0.0
Mississippi,08/2014,0.0
Mississippi,09/2014,0.0
Mississippi,10/2014,0.0
Mississippi,11/2014,0.0
Mississippi,12/2014,0.0
Missouri,01/2014,990.1520766628175
Missouri,02/2014,991.3003422327366
Missouri,03/2014,989.2107242995392
Missouri,04/2014,984.980446907143
Missouri,05/2014,986.0023450552997
Missouri,06/2014,984.6756739368931
Missouri,07/2014,988.8714190207372
Missouri,08/2014,986.8579152258064
Missouri,09/2014,989.9746533380952
Missouri,10/2014,985.7891601175114
Missouri,11/2014,989.9230176357145
Missouri,12/2014,992.6599719493088
Montana,01/2014,896.7190860645162
Montana,02/2014,895.4836309642857
Montana,03/2014,895.4627162580645
Montana,04/2014,894.1194444666667
Montana,05/2014,896.5577956774193
Montana,06/2014,894.2522947
Montana,07/2014,901.384408548387
Montana,08/2014,899.5107526774192
Montana,09/2014,900.0782608333334
Montana,10/2014,898.3924731290323
Montana,11/2014,899.1097222
Montana,12/2014,899.1512972903225
Nebraska,01/2014,975.5301075161291
Nebraska,02/2014,977.0988095357143
Nebraska,03/2014,975.8276881935485
Nebraska,04/2014,972.7484721666667
Nebraska,05/2014,976.5209650645161
Nebraska,06/2014,976.2158333666666
Nebraska,07/2014,971.8379033225807
Nebraska,08/2014,969.9064515483869
Nebraska,09/2014,971.6987499666667
Nebraska,10/2014,967.7940860645163
Nebraska,11/2014,967.8798610666668
Nebraska,12/2014,970.4655913870967
Nevada,01/2014,937.6395229451612
Nevada,02/2014,932.6042191678572
Nevada,03/2014,932.9944037032259
Nevada,04/2014,931.9729742941175
Nevada,05/2014,931.4713937507331
Nevada,06/2014,928.2029023465046
Nevada,07/2014,932.955066777126
Nevada,08/2014,932.7560879384165
Nevada,09/2014,929.2043641210937
Nevada,10/2014,931.531789720848
Nevada,11/2014,934.1806444976304
Nevada,12/2014,934.7376663974894
New Hampshire,01/2014,964.8385080645161
New Hampshire,02/2014,966.0764136964286
New Hampshire,03/2014,965.0839381774194
New Hampshire,04/2014,968.3909557666666
New Hampshire,05/2014,967.7445681612904
New Hampshire,06/2014,968.2559027833335
New Hampshire,07/2014,967.2488575645161
New Hampshire,08/2014,969.3277056935482
New Hampshire,09/2014,971.6404860833333
New Hampshire,10/2014,965.388508048387
New Hampshire,11/2014,964.7795501500001
New Hampshire,12/2014,967.3458333548389
New Jersey,01/2014,1011.8924283870965
New Jersey,02/2014,1012.6128968095238
New Jersey,03/2014,1011.3502240107528
New Jersey,04/2014,1012.5095833222223
New Jersey,05/2014,1011.3062279195402
New Jersey,06/2014,1011.0021294
New Jersey,07/2014,1010.227791311828
New Jersey,08/2014,1011.9785426129033
New Jersey,09/2014,1014.569772488889
New Jersey,10/2014,1007.1685483709676
New Jersey,11/2014,1010.6565555666667
New Jersey,12/2014,1013.2436308387097
New York,01/2014,996.7385252017856
New York,02/2014,992.835425461682
New York,03/2014,993.0702632535459
New York,04/2014,993.259286704461
New York,05/2014,993.7067735650685
New York,06/2014,993.6386940210526
New York,07/2014,992.0022341054423
New York,08/2014,995.1316243758622
New York,09/2014,999.0140177592592
New York,10/2014,993.1155608673835
New York,11/2014,995.2207960790514
New York,12/2014,997.9143732027833
New Mexico,01/2014,854.3825386451613
New Mexico,02/2014,850.7886904642855
New Mexico,03/2014,851.4892473225806
New Mexico,04/2014,850.1416666666667
New Mexico,05/2014,851.8615591612903
New Mexico,06/2014,850.4819443666667
New Mexico,07/2014,855.681451580645
New Mexico,08/2014,855.2486559677419
New Mexico,09/2014,854.4027778000001
New Mexico,10/2014,854.4973118064519
New Mexico,11/2014,854.0972221999999
New Mexico,12/2014,853.2792778064517
Oklahoma,01/2014,0.0
Oklahoma,02/2014,0.0
Oklahoma,03/2014,0.0
Oklahoma,04/2014,0.0
Oklahoma,05/2014,0.0
Oklahoma,06/2014,0.0
Oklahoma,07/2014,0.0
Oklahoma,08/2014,0.0
Oklahoma,09/2014,0.0
Oklahoma,10/2014,0.0
Oklahoma,11/2014,0.0
Oklahoma,12/2014,0.0
Ohio,01/2014,992.7150537903225
Ohio,02/2014,990.9706409846154
Ohio,03/2014,987.8963555376345
Ohio,04/2014,977.9578141111111
Ohio,05/2014,987.7812278333333
Ohio,06/2014,986.0100379
Ohio,07/2014,987.150227935484
Ohio,08/2014,987.2613984725275
Ohio,09/2014,990.173287088889
Ohio,10/2014,985.7492831612904
Ohio,11/2014,989.8983333555555
Ohio,12/2014,992.5613350860217
Oregon,01/2014,939.8591397976539
Oregon,02/2014,931.8194688506494
Oregon,03/2014,933.6279006656891
Oregon,04/2014,933.7653241914893
Oregon,05/2014,940.7814074690027
Oregon,06/2014,939.1395833138889
Oregon,07/2014,940.2695525645161
Oregon,08/2014,939.1017111913745
Oregon,09/2014,938.0525462833333
Oregon,10/2014,932.6146723020529
Oregon,11/2014,935.9146260030303
Oregon,12/2014,933.4555147264706
Pennsylvania,01/2014,985.4260753225806
Pennsylvania,02/2014,986.6529761428573
Pennsylvania,03/2014,986.0495967419354
Pennsylvania,04/2014,985.0101389
Pennsylvania,05/2014,986.6267191935484
Pennsylvania,06/2014,985.5405555333333
Pennsylvania,07/2014,985.8127687096775
Pennsylvania,08/2014,986.7350806774192
Pennsylvania,09/2014,989.3731945333333
Pennsylvania,10/2014,983.9464076129034
Pennsylvania,11/2014,987.1598430333332
Pennsylvania,12/2014,990.1436827419354
Tennessee,01/2014,941.6858871290323
Tennessee,02/2014,941.0343006249999
Tennessee,03/2014,940.6282930322581
Tennessee,04/2014,939.7162778000001
Tennessee,05/2014,942.5081317096773
Tennessee,06/2014,941.7136926000001
Tennessee,07/2014,943.2640936774195
Tennessee,08/2014,942.4969758225807
Tennessee,09/2014,944.1420833333334
Tennessee,10/2014,940.618413983871
Tennessee,11/2014,943.8611110666666
Tennessee,12/2014,944.8264785
Texas,01/2014,998.0883104207651
Texas,02/2014,994.5479417228917
Texas,03/2014,994.109783311828
Texas,04/2014,991.3166179166667
Texas,05/2014,992.1342589408604
Texas,06/2014,990.4199074277777
Texas,07/2014,993.1951659408602
Texas,08/2014,991.9374999731184
Texas,09/2014,991.4969240693642
Texas,10/2014,992.7192836451615
Texas,11/2014,997.0899789722223
Texas,12/2014,996.4164426236558
Utah,01/2014,852.1855313577981
Utah,02/2014,843.3105031919642
Utah,03/2014,845.2083353950617
Utah,04/2014,843.9604340166666
Utah,05/2014,844.360640641129
Utah,06/2014,843.4592567166667
Utah,07/2014,855.2764434918919
Utah,08/2014,855.0816250215053
Utah,09/2014,853.8011958944445
Utah,10/2014,848.0768542177419
Utah,11/2014,847.5434481708332
Utah,12/2014,847.0864583588709
Vermont,01/2014,989.5682548967742
Vermont,02/2014,991.5806250071428
Vermont,03/2014,991.4920430322579
Vermont,04/2014,992.02226262
Vermont,05/2014,991.6864139741934
Vermont,06/2014,992.13797224
Vermont,07/2014,990.5100806709679
Vermont,08/2014,992.9669892387096
Vermont,09/2014,996.4336664507044
Vermont,10/2014,990.054320785235
Vermont,11/2014,990.4167222333333
Vermont,12/2014,994.8429873636364
Virginia,01/2014,950.403987451613
Virginia,02/2014,951.1687499821429
Virginia,03/2014,950.9334677741936
Virginia,04/2014,951.8524910166666
Virginia,05/2014,953.245317483871
Virginia,06/2014,953.4956763333333
Virginia,07/2014,953.6521505483871
Virginia,08/2014,954.2091398709676
Virginia,09/2014,956.1376298333331
Virginia,10/2014,950.5408601935483
Virginia,11/2014,953.5243643898307
Virginia,12/2014,954.5545699032258
West Virginia,01/2014,0.0
West Virginia,02/2014,0.0
West Virginia,03/2014,0.0
West Virginia,04/2014,0.0
West Virginia,05/2014,0.0
West Virginia,06/2014,0.0
West Virginia,07/2014,0.0
West Virginia,08/2014,0.0
West Virginia,09/2014,0.0
West Virginia,10/2014,0.0
West Virginia,11/2014,0.0
West Virginia,12/2014,0.0
Washington,01/2014,999.7522367741938
Washington,02/2014,991.8301478928571
Washington,03/2014,993.1715910537637
Washington,04/2014,995.100881711111
Washington,05/2014,973.8739119743591
Washington,06/2014,995.9340333970587
Washington,07/2014,1006.0740728591549
Washington,08/2014,994.7205378064516
Washington,09/2014,993.053348988889
Washington,10/2014,991.347050795699
Washington,11/2014,995.6884612888888
Washington,12/2014,993.5025874623655
Wisconsin,01/2014,1011.7044062645161
Wisconsin,02/2014,1015.0699513211679
Wisconsin,03/2014,1015.170859509804
Wisconsin,04/2014,1011.9272222945207
Wisconsin,05/2014,1013.2552519419356
Wisconsin,06/2014,1011.5245009463089
Wisconsin,07/2014,1013.1937652013422
Wisconsin,08/2014,1014.1357175806451
Wisconsin,09/2014,1016.4492477248322
Wisconsin,10/2014,1011.0643614863013
Wisconsin,11/2014,1012.8513296266666
Wisconsin,12/2014,1018.6230076688312
Wyoming,01/2014,826.9865596313756
Wyoming,02/2014,823.3364406794544
Wyoming,03/2014,825.8885057280564
Wyoming,04/2014,826.526071934835
Wyoming,05/2014,829.017170706605
Wyoming,06/2014,829.0454447762845
Wyoming,07/2014,834.5782484902109
Wyoming,08/2014,833.9418819362171
Wyoming,09/2014,833.0646654870624
Wyoming,10/2014,831.4793184857357
Wyoming,11/2014,830.5899527610015
Wyoming,12/2014,830.5709052193691
