Notes;State;State Code;Month;Month Code;Cause of death;Cause of death Code;Deaths;Population;Crude Rate
aaa;Alabama;1;01/12/2014;01/12/2014;Pneumonia, unspecified;J18.9;107;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2014;01/12/2014;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;36;Not Applicable;Not Applicable
aaa;Alabama;1;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;224;Not Applicable;Not Applicable
Total;Alabama;1;01/12/2014;01/12/2014;;;441;Not Applicable;Not Applicable
Total;Alabama;1;;;;;4081;Not Applicable;Not Applicable
aaa;Alaska;2;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;13;Not Applicable;Not Applicable
Total;Alaska;2;01/01/2014;01/01/2014;;;29;Not Applicable;Not Applicable
Total;Alaska;2;01/02/2014;01/02/2014;;;16;Not Applicable;Not Applicable
aaa;Alaska;2;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;10;Not Applicable;Not Applicable
Total;Alaska;2;01/03/2014;01/03/2014;;;21;Not Applicable;Not Applicable
Total;Alaska;2;01/04/2014;01/04/2014;;;17;Not Applicable;Not Applicable
aaa;Alaska;2;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;12;Not Applicable;Not Applicable
Total;Alaska;2;01/05/2014;01/05/2014;;;22;Not Applicable;Not Applicable
aaa;Alaska;2;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;14;Not Applicable;Not Applicable
Total;Alaska;2;01/06/2014;01/06/2014;;;26;Not Applicable;Not Applicable
aaa;Alaska;2;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;12;Not Applicable;Not Applicable
Total;Alaska;2;01/07/2014;01/07/2014;;;23;Not Applicable;Not Applicable
aaa;Alaska;2;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;11;Not Applicable;Not Applicable
Total;Alaska;2;01/08/2014;01/08/2014;;;20;Not Applicable;Not Applicable
Total;Alaska;2;01/09/2014;01/09/2014;;;10;Not Applicable;Not Applicable
aaa;Alaska;2;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;11;Not Applicable;Not Applicable
Total;Alaska;2;01/10/2014;01/10/2014;;;27;Not Applicable;Not Applicable
Total;Alaska;2;01/11/2014;01/11/2014;;;23;Not Applicable;Not Applicable
aaa;Alaska;2;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;15;Not Applicable;Not Applicable
Total;Alaska;2;01/12/2014;01/12/2014;;;26;Not Applicable;Not Applicable
Total;Alaska;2;;;;;260;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2014;01/01/2014;Influenza with pneumonia, virus not identified;J11.0;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2014;01/01/2014;Bacterial pneumonia, unspecified;J15.9;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2014;01/01/2014;Pneumonia, unspecified;J18.9;93;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2014;01/01/2014;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;49;Not Applicable;Not Applicable
aaa;Arizona;4;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;288;Not Applicable;Not Applicable
Total;Arizona;4;01/01/2014;01/01/2014;;;530;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2014;01/02/2014;Pneumonia, unspecified;J18.9;42;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2014;01/02/2014;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;45;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;15;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;245;Not Applicable;Not Applicable
aaa;Arizona;4;01/02/2014;01/02/2014;Asthma, unspecified;J45.9;11;Not Applicable;Not Applicable
Total;Arizona;4;01/02/2014;01/02/2014;;;436;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2014;01/03/2014;Bacterial pneumonia, unspecified;J15.9;14;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2014;01/03/2014;Pneumonia, unspecified;J18.9;56;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2014;01/03/2014;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;48;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;222;Not Applicable;Not Applicable
Total;Arizona;4;01/03/2014;01/03/2014;;;394;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2014;01/04/2014;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2014;01/04/2014;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;35;Not Applicable;Not Applicable
aaa;Arizona;4;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;222;Not Applicable;Not Applicable
Total;Arizona;4;01/04/2014;01/04/2014;;;338;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2014;01/05/2014;Pneumonia, unspecified;J18.9;40;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2014;01/05/2014;Emphysema, unspecified;J43.9;19;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;45;Not Applicable;Not Applicable
aaa;Arizona;4;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;232;Not Applicable;Not Applicable
Total;Arizona;4;01/05/2014;01/05/2014;;;374;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2014;01/06/2014;Pneumonia, unspecified;J18.9;33;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2014;01/06/2014;Emphysema, unspecified;J43.9;10;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;32;Not Applicable;Not Applicable
aaa;Arizona;4;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;175;Not Applicable;Not Applicable
Total;Arizona;4;01/06/2014;01/06/2014;;;290;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2014;01/07/2014;Pneumonia, unspecified;J18.9;29;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;32;Not Applicable;Not Applicable
aaa;Arizona;4;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;188;Not Applicable;Not Applicable
Total;Arizona;4;01/07/2014;01/07/2014;;;286;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2014;01/08/2014;Pneumonia, unspecified;J18.9;33;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2014;01/08/2014;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;33;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Arizona;4;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;184;Not Applicable;Not Applicable
Total;Arizona;4;01/08/2014;01/08/2014;;;297;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2014;01/09/2014;Pneumonia, unspecified;J18.9;37;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2014;01/09/2014;Emphysema, unspecified;J43.9;11;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;25;Not Applicable;Not Applicable
aaa;Arizona;4;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;169;Not Applicable;Not Applicable
Total;Arizona;4;01/09/2014;01/09/2014;;;271;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2014;01/10/2014;Pneumonia, unspecified;J18.9;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2014;01/10/2014;Emphysema, unspecified;J43.9;16;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;32;Not Applicable;Not Applicable
aaa;Arizona;4;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;191;Not Applicable;Not Applicable
Total;Arizona;4;01/10/2014;01/10/2014;;;308;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2014;01/11/2014;Pneumonia, unspecified;J18.9;35;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2014;01/11/2014;Emphysema, unspecified;J43.9;12;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;185;Not Applicable;Not Applicable
Total;Arizona;4;01/11/2014;01/11/2014;;;301;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2014;01/12/2014;Pneumonia, unspecified;J18.9;34;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;36;Not Applicable;Not Applicable
aaa;Arizona;4;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;227;Not Applicable;Not Applicable
Total;Arizona;4;01/12/2014;01/12/2014;;;350;Not Applicable;Not Applicable
Total;Arizona;4;;;;;4175;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2014;01/01/2014;Pneumonia, unspecified;J18.9;77;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2014;01/01/2014;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;27;Not Applicable;Not Applicable
aaa;Arkansas;5;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;159;Not Applicable;Not Applicable
Total;Arkansas;5;01/01/2014;01/01/2014;;;331;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2014;01/02/2014;Pneumonia, unspecified;J18.9;56;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;27;Not Applicable;Not Applicable
aaa;Arkansas;5;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;130;Not Applicable;Not Applicable
Total;Arkansas;5;01/02/2014;01/02/2014;;;256;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2014;01/03/2014;Pneumonia, unspecified;J18.9;56;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2014;01/03/2014;Emphysema, unspecified;J43.9;13;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;41;Not Applicable;Not Applicable
aaa;Arkansas;5;01/03/2014;01/03/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;119;Not Applicable;Not Applicable
Total;Arkansas;5;01/03/2014;01/03/2014;;;250;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2014;01/04/2014;Pneumonia, unspecified;J18.9;58;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Arkansas;5;01/04/2014;01/04/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;138;Not Applicable;Not Applicable
Total;Arkansas;5;01/04/2014;01/04/2014;;;241;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2014;01/05/2014;Pneumonia, unspecified;J18.9;45;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;17;Not Applicable;Not Applicable
aaa;Arkansas;5;01/05/2014;01/05/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;155;Not Applicable;Not Applicable
Total;Arkansas;5;01/05/2014;01/05/2014;;;239;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2014;01/06/2014;Pneumonia, unspecified;J18.9;50;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;Arkansas;5;01/06/2014;01/06/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;135;Not Applicable;Not Applicable
Total;Arkansas;5;01/06/2014;01/06/2014;;;222;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2014;01/07/2014;Pneumonia, unspecified;J18.9;43;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;18;Not Applicable;Not Applicable
aaa;Arkansas;5;01/07/2014;01/07/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;149;Not Applicable;Not Applicable
Total;Arkansas;5;01/07/2014;01/07/2014;;;226;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2014;01/08/2014;Pneumonia, unspecified;J18.9;40;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;20;Not Applicable;Not Applicable
aaa;Arkansas;5;01/08/2014;01/08/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;108;Not Applicable;Not Applicable
Total;Arkansas;5;01/08/2014;01/08/2014;;;195;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2014;01/09/2014;Pneumonia, unspecified;J18.9;50;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;15;Not Applicable;Not Applicable
aaa;Arkansas;5;01/09/2014;01/09/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;106;Not Applicable;Not Applicable
Total;Arkansas;5;01/09/2014;01/09/2014;;;186;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2014;01/10/2014;Pneumonia, unspecified;J18.9;31;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Arkansas;5;01/10/2014;01/10/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;107;Not Applicable;Not Applicable
Total;Arkansas;5;01/10/2014;01/10/2014;;;188;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2014;01/11/2014;Pneumonia, unspecified;J18.9;31;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;21;Not Applicable;Not Applicable
aaa;Arkansas;5;01/11/2014;01/11/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;136;Not Applicable;Not Applicable
Total;Arkansas;5;01/11/2014;01/11/2014;;;203;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2014;01/12/2014;Pneumonia, unspecified;J18.9;54;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;24;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;13;Not Applicable;Not Applicable
aaa;Arkansas;5;01/12/2014;01/12/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;145;Not Applicable;Not Applicable
Total;Arkansas;5;01/12/2014;01/12/2014;;;265;Not Applicable;Not Applicable
Total;Arkansas;5;;;;;2802;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Influenza due to identified avian influenza virus;J09;90;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Influenza with pneumonia, influenza virus identified;J10.0;50;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Influenza with other respiratory manifestations, influenza virus identified;J10.1;26;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Influenza with pneumonia, virus not identified;J11.0;67;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Influenza with other respiratory manifestations, virus not identified;J11.1;29;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Viral pneumonia, unspecified;J12.9;15;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Pneumonia due to Streptococcus pneumoniae;J13;14;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Pneumonia due to staphylococcus;J15.2;14;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Bacterial pneumonia, unspecified;J15.9;42;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Bronchopneumonia, unspecified;J18.0;24;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Lobar pneumonia, unspecified;J18.1;15;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Pneumonia, unspecified;J18.9;629;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Emphysema, unspecified;J43.9;84;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;303;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;40;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Other specified chronic obstructive pulmonary disease;J44.8;18;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;984;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Asthma, unspecified;J45.9;54;Not Applicable;Not Applicable
aaa;California;6;01/01/2014;01/01/2014;Bronchiectasis;J47;10;Not Applicable;Not Applicable
Total;California;6;01/01/2014;01/01/2014;;;2532;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Influenza due to identified avian influenza virus;J09;61;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Influenza with pneumonia, influenza virus identified;J10.0;17;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Influenza with other respiratory manifestations, influenza virus identified;J10.1;15;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Influenza with pneumonia, virus not identified;J11.0;27;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Influenza with other respiratory manifestations, virus not identified;J11.1;18;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Viral pneumonia, unspecified;J12.9;11;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Pneumonia due to staphylococcus;J15.2;16;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Bacterial pneumonia, unspecified;J15.9;51;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Lobar pneumonia, unspecified;J18.1;10;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Pneumonia, unspecified;J18.9;443;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Emphysema, unspecified;J43.9;55;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute lower respiratory infection;J44.0;238;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease with acute exacerbation, unspecified;J44.1;45;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Other specified chronic obstructive pulmonary disease;J44.8;11;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Chronic obstructive pulmonary disease, unspecified;J44.9;780;Not Applicable;Not Applicable
aaa;California;6;01/02/2014;01/02/2014;Asthma, unspecified;J45.9;37;Not Applicable;Not Applicable
Total;California;6;01/02/2014;01/02/2014;;;1889;Not Applicable;Not Applicable
aaa;California;6;01/03/2014;01/03/2014;Viral pneumonia, unspecified;J12.9;10;Not Applicable;Not Applicable
